anio,cod_dre,nom_dre,cod_ugel,nom_ugel,ubigeo,departamen,provincia,distrito,centropobl,codigoloca,periodopro,codigomodu,anexo,nombre_ie,gestion,dsc_nivel,dsc_grado,dsc_seccio,turno,total,codigo_modular_norm,codigo_local_norm,total_alumnos_norm,metodo_vinculacion,nombre_fya_bd,red_fya,fecha_procesamiento
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,SEXTO,éNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,4,1608132,27556,4,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,4,1633189,27556,4,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,6,414987,27453,6,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,11,414987,27453,11,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,29,1315084,27453,29,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,22,1376300,27561,22,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,No Aplica,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,3 a¤os,3 A¥OS,Ma¤ana,3,838455,99,3,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,7,415117,27556,7,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,11,414987,27453,11,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,SEGUNDO,B,Ma¤ana,21,1315084,27453,21,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,5,541201,27641,5,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,CUARTO,éNICA,Ma¤ana,2,818682,27603,2,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,7,415117,27556,7,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,ABEJITAS,Ma¤ana,14,1376268,27453,14,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.929102
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,12,415141,27561,12,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,16,1376300,27561,16,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,2,1376318,27641,2,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,PRIMERO,A,Ma¤ana,5,686386,27716,5,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,7,415117,27556,7,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,5,415117,27556,5,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020018,UGEL SANTA,021805,ANCASH,SANTA,MORO,CAPTUY,036834,No Aplica,0488403,0,88225,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,6,0488403,036834,6,CODIGO_MODULAR_EXACTO,88225,,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,10,415141,27561,10,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,TERCERO,B,Ma¤ana,17,1376300,27561,17,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,CUARTO,A,Ma¤ana,2,686386,27716,2,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,8,1633189,27556,8,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,SEGUNDO,UNICA,Ma¤ana,20,1376300,27561,20,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,SEXTO,éNICA,Ma¤ana,6,818682,27603,6,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,PRIMERO,éNICA,Ma¤ana,1,520221,27575,1,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,26,1315084,27453,26,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,14,414987,27453,14,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,15,414987,27453,15,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,3,1376318,27641,3,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,QUINTO,A,Ma¤ana,3,686386,27716,3,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,14,818682,27603,14,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,SEGUNDO,éNICA,Ma¤ana,13,818682,27603,13,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,12,1633189,27556,12,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.944736
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,862206,No Aplica,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,GOTITAS DEL SABER,Ma¤ana,6,1678879,862206,6,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,SEGUNDO,éNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,12,1633189,27556,12,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,HORMIGUITAS,Ma¤ana,12,1376268,27453,12,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020018,UGEL SANTA,021805,ANCASH,SANTA,MORO,CAPTUY,036834,No Aplica,0488403,0,88225,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,3,0488403,036834,3,CODIGO_MODULAR_EXACTO,88225,,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,7,541201,27641,7,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,No Aplica,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,5 a¤os,5 A¥OS,Ma¤ana,3,838455,99,3,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,CUARTO,éNICA,Ma¤ana,2,520221,27575,2,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,6,1608132,27556,6,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:38.960249
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,17,1376300,27561,17,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:38.975885
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,QUINTO,éNICA,Ma¤ana,2,520221,27575,2,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:38.975885
2023,0200,DRE ANCASH,020018,UGEL SANTA,021805,ANCASH,SANTA,MORO,CAPTUY,036834,No Aplica,0488403,0,88225,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,4,0488403,036834,4,CODIGO_MODULAR_EXACTO,88225,,2025-08-09T17:53:38.975885
2023,0200,DRE ANCASH,020018,UGEL SANTA,021805,ANCASH,SANTA,MORO,CAPTUY,036834,No Aplica,0488403,0,88225,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,4,0488403,036834,4,CODIGO_MODULAR_EXACTO,88225,,2025-08-09T17:53:39.023020
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,12,1376300,27561,12,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,TERCERO,A,Ma¤ana,7,686386,27716,7,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,15,1551944,27603,15,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,QUINTO,éNICA,Ma¤ana,13,818682,27603,13,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,TERCERO,éNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,2,415117,27556,2,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,OSITOS,Ma¤ana,6,1376268,27453,6,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:39.060253
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,28,1315084,27453,28,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:39.070760
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,13,415141,27561,13,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:53:39.070760
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,No Aplica,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,4 a¤os,4 A¥OS,Ma¤ana,5,838455,99,5,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:53:39.070760
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,5,415117,27556,5,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:53:39.070760
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,9,414987,27453,9,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:39.070760
2023,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,SEGUNDO,A,Ma¤ana,20,1315084,27453,20,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:53:39.070760
