id_anio,cod_dre,nom_dre,cod_ugel,nom_ugel,ubigeo,departamen,provincia,distrito,centropobl,codigoloca,periodopro,codigomodu,anexo,nombre_ie,gestion,dsc_nivel,dsc_grado,dsc_seccio,turno,total,codigo_modular_norm,codigo_local_norm,total_alumnos_norm,metodo_vinculacion,nombre_fya_bd,red_fya,fecha_procesamiento
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,TERCERO,unica,Ma¤ana,8,414987,27453,8,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.394488
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,PRIMERO,Unica,Ma¤ana,24,1315084,27453,24,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.394488
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,PRIMERO,UNICO,Ma¤ana,11,415141,27561,11,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,CUARTO,B,Ma¤ana,14,1376300,27561,14,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,2,1376318,27641,2,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,CUARTO,éNICA,Ma¤ana,17,818682,27603,17,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,9,415117,27556,9,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,PRIMERO,U,Ma¤ana,4,686386,27716,4,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,TERCERO,U,Ma¤ana,6,686386,27716,6,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,8,415117,27556,8,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,SEGUNDO,UNICA,Ma¤ana,5,1633189,27556,5,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,OSITO,Ma¤ana,11,1376268,27453,11,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,PRIMERO,PRIMER GRADO,Ma¤ana,4,414987,27453,4,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,TERCERO,Seccion B,Ma¤ana,20,1315084,27453,20,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,7,1376318,27641,7,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,862206,No Aplica,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,PATITOS,Ma¤ana,4,1678879,862206,4,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,862206,No Aplica,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,PATITOS,Ma¤ana,7,1678879,862206,7,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,SEGUNDO,éNICA,Ma¤ana,13,818682,27603,13,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,5,415117,27556,5,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,7,1633189,27556,7,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,13,1633189,27556,13,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,TERCERO,UNICO,Ma¤ana,20,1376300,27561,20,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,SEGUNDO,éNICA,Ma¤ana,1,520221,27575,1,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,6,1633189,27556,6,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,8,415141,27561,8,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,No Aplica,0415059,0,86731,P£blica,Primaria,SEGUNDO,UNICA SEGUNDO,Ma¤ana,2,415059,27504,2,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,ROJA,Ma¤ana,14,1551944,27603,14,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,CUARTO,éNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,QUINTO,QUINTO GRADO,Ma¤ana,12,414987,27453,12,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,No Aplica,0415059,0,86731,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,3,415059,27504,3,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,TERCERO,éNICA,Ma¤ana,13,818682,27603,13,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,0818682,0,87009-01,P£blica,Primaria,QUINTO,éNICA,Ma¤ana,3,818682,27603,3,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,7,415117,27556,7,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,TERCERO,SECCION A,Ma¤ana,23,1315084,27453,23,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,QUINTO,Unica,Ma¤ana,31,1315084,27453,31,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,No Aplica,0686386,0,88327,P£blica,Primaria,SEXTO,U,Ma¤ana,3,686386,27716,3,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,No Aplica,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,5 a¤os,NARANJAS,Ma¤ana,4,838455,99,4,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,TERCERO,éNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,No Aplica,0520221,0,86809,P£blica,Primaria,QUINTO,éNICA,Ma¤ana,1,520221,27575,1,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,CUARTO,Unica,Ma¤ana,25,1315084,27453,25,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,No Aplica,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,AZUL,Ma¤ana,13,1551944,27603,13,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,7,1608132,27556,7,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,5,415117,27556,5,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,12,415141,27561,12,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,SEGUNDO,UNICO,Ma¤ana,27,1376300,27561,27,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,CUARTO,A,Ma¤ana,15,1376300,27561,15,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,No Aplica,0415059,0,86731,P£blica,Primaria,CUARTO,UNICA CUARTO,Ma¤ana,2,415059,27504,2,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,MARIPOSITAS,Ma¤ana,12,1376268,27453,12,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,No Aplica,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,SEXTO,SEXTO GRADO,Ma¤ana,12,414987,27453,12,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,TERCERO,UNICO,Ma¤ana,10,415141,27561,10,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,UNICA,Ma¤ana,4,1376318,27641,4,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,4,541201,27641,4,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,UNICA,Ma¤ana,4,1608132,27556,4,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,3,415117,27556,3,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,0415141,0,86783,P£blica,Primaria,QUINTO,UNICO,Ma¤ana,7,415141,27561,7,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,No Aplica,1376300,0,86783,P£blica,Secundaria,QUINTO,UNICO,Ma¤ana,12,1376300,27561,12,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,No Aplica,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,6,541201,27641,6,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:54:03.408516
2024,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,No Aplica,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,3,1608132,27556,3,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:54:03.408516
