id,codigo_modular,codigo_local,numero_procedimiento,nombre_institucion,region,provincia,distrito,departamento,direccion,localidad,centro_poblado,area_censo,latitud,longitud,altitud,nivel_educativo,modalidad,modalidad_especifica,gestion,gestion_departamental,tipo_sexo,turno,codigo_carrera,total_alumnos,alumnos_hombres,alumnos_mujeres,total_docentes,total_secciones,directivos_hombres,directivos_mujeres,directivos_total,docentes_hombres,docentes_mujeres,docentes_total,es_rural,es_eib,director,telefono,email,numero_fya,unidad_ejecutora,multiplicidad1,multiplicidad2,id_red_fya,nombre_red_fya_matched,entra_estudio_clustering,ILA_2022,ILA_2023,ILA_2024,X11_RED,matric_siagie_2019,matric_siagie_2020,matric_siagie_2021,matric_siagie_2022,matric_siagie_2023,matric_siagie_2024,total_docentes_ajustado,X11_RED_ajustado,metodo_ajuste,TEND_MATRICULA,TEND_MATRICULA_CATEGORIA,TEND_MATRICULA_R2,TEND_CAMBIO_PORCENTUAL,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P,X13_TMATRC_COEF_VARIACION,Y3_PR_Comunicacion,Y3_PR_Matematica,Y3_PR_Produccion_Textos
191.0,1152255,364825,1A,656,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 25,nan,BELEN DE JUDA,Rural,-3.97829,-73.38414,107.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,6,4,2,1,3,0.0,1.0,1.0,0.0,0.0,0.0,1,0,PEÑA BARDALES CLARICE DEL PILAR,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,6.0,1.0,4.0,6.0,5.0,5.0,6.0,1.0,6.0,SIN_AJUSTE,0.8513513513513512,ESTABLE,0.6236643620364549,500.0,0.5,ESTABLE,0.13285495573105388,37.951669503554065,,,
192.0,1152321,364873,1A,678,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 21,nan,NUEVO MILAGRO,Rural,-3.939339,-73.37488,130.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,14,7,7,1,3,0.0,1.0,1.0,0.0,0.0,0.0,1,0,PUERTAS AGUILAR DORIS LISBETH,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,14.0,15.0,19.0,21.0,15.0,14.0,17.0,1.0,14.0,SIN_AJUSTE,-0.027027027027027042,ESTABLE,0.00039745627980922134,13.333333333333334,-0.25,ESTABLE,0.8509806870320558,14.718879947840104,,,
193.0,1261577,365622,3AS,60133,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 57,nan,CAHUIDE,Rural,-4.231024,-73.48778,96.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,200,106,94,7,6,0.0,0.0,0.0,3.0,4.0,7.0,1,0,RIOS BABILONIA CENIT ESTHER,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2415,1.4583,1.2404,28.571428571428573,155.0,172.0,217.0,221.0,200.0,243.0,7.0,28.571428571428573,SIN_AJUSTE,18.000000000000004,CRECIMIENTO,0.8920970382497398,56.774193548387096,17.0,ESTABLE,0.060289173990602185,14.869356370409076,0.00022799999999999999,0.0,0.0
194.0,398313,365622,3AP,60133,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 57,nan,CAHUIDE,Rural,-4.231024,-73.48778,96.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,223,104,119,11,10,1.0,0.0,1.0,2.0,8.0,10.0,1,0,RIOS BABILONIA CENIT ESTHER,nan,nan,47,UGEL MAYNAS,2.0,2.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,20.272727272727273,262.0,258.0,254.0,247.0,229.0,224.0,11.0,20.272727272727273,SIN_AJUSTE,-7.567567567567568,DECRECIMIENTO,0.9375747428844775,-14.50381679389313,-7.6,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,5.845497755369883,,,
195.0,398347,365655,3AP,60136,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 15.5,nan,MORALILLO,Rural,-3.91543,-73.34032,99.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,14,5,9,2,5,0.0,1.0,1.0,0.0,1.0,1.0,1,0,LIMA AHUANACURI AMBAR ELISA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.0667,7.0,10.0,7.0,14.0,23.0,17.0,17.0,2.0,7.0,SIN_AJUSTE,2.2162162162162167,ESTABLE,0.4695858649347022,70.0,1.75,ESTABLE,0.18848603806737496,35.355339059327385,0.0,0.0,0.0
196.0,398370,365684,3AP,60181,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 39,nan,SAN PEDRO DE PINTUYACO,Rural,-4.099999,-73.40438,99.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,8,6,2,1,5,0.0,1.0,1.0,0.0,0.0,0.0,1,0,URQUIA PEÑAHERRERA MARINA DEL PILAR,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,8.0,3.0,4.0,2.0,5.0,8.0,8.0,1.0,8.0,SIN_AJUSTE,0.9864864864864865,ESTABLE,0.6793727689954103,166.66666666666669,1.0,ESTABLE,0.09087393998624904,46.18802153517006,,,
197.0,738419,366240,3AP,601330,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 32,nan,24 DE JUNIO,Rural,-4.020995,-73.42369,114.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,2,2,0,1,2,0.0,1.0,1.0,0.0,0.0,0.0,1,0,AMPUERO MAZUCA ANITA JANY,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,2.0,2.0,6.0,9.0,8.0,9.0,5.0,1.0,2.0,SIN_AJUSTE,0.472972972972973,ESTABLE,0.1103603603603604,150.0,1.0,ESTABLE,0.5730251193553904,38.46153846153847,,,
198.0,738427,366259,3AP,601331,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 32,nan,13 DE FEBRERO,Rural,-4.021036,-73.43295,124.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,147,77,70,14,6,0.0,0.0,0.0,3.0,11.0,14.0,1,0,ROKES FERNANDEZ YAN CARLOS,260501,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2726,1.2088,1.5278,10.5,,,,,,,14.0,10.5,SIN_AJUSTE,,,,,,,,,0.000166,0.0,0.00040899999999999997
199.0,1147735,366259,3AS,601331,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 32,nan,13 DE FEBRERO,Rural,-4.021036,-73.43295,124.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,110,61,49,7,5,0.0,0.0,0.0,2.0,5.0,7.0,1,0,ROKES FERNANDEZ YAN CARLOS,260501,nan,47,UGEL MAYNAS,2.0,2.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,15.714285714285714,275.0,244.0,257.0,279.0,291.0,263.0,7.0,15.714285714285714,SIN_AJUSTE,0.7027027027027027,ESTABLE,0.009190276795910597,-4.363636363636364,4.0,ESTABLE,0.4523703606773608,5.73840438552498,,,
200.0,1153527,366339,3AP,601391,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 35.5,nan,EL PAUJIL,Rural,-4.00334,-73.46991,116.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,15,10,5,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,TORRES TRIGOSO ROSA LUZ,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,7.5,10.0,9.0,8.0,9.0,12.0,16.0,2.0,7.5,SIN_AJUSTE,1.1891891891891893,ESTABLE,0.508003148779848,60.0,1.0,ESTABLE,0.34755803674116903,25.194555463432966,,,
201.0,1153881,366438,3AP,601444,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 48,nan,EL TRIUNFO,Rural,-4.154128,-73.47423,103.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,24,8,16,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,FLORES JESUS LUIS,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.4,12.0,17.0,19.0,23.0,21.0,20.0,23.0,2.0,12.0,SIN_AJUSTE,1.1081081081081081,ESTABLE,0.6681240063593004,35.294117647058826,1.0,ESTABLE,0.18848603806737496,10.443278519239941,0.0,0.0,0.0
202.0,1153964,366457,3AP,601448,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 21,nan,NUEVO MILAGRO,Rural,-3.939261,-73.37511,131.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,45,27,18,3,6,0.0,1.0,1.0,1.0,1.0,2.0,1,0,RENGIFO PEREZ ANA BEATRIZ,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.1733,1.5167,1.5714,15.0,53.0,50.0,56.0,49.0,46.0,44.0,3.0,15.0,SIN_AJUSTE,-1.7162162162162162,ESTABLE,0.5368459592597522,-16.9811320754717,-1.8,ESTABLE,0.060289173990602185,8.109426827915822,0.0,0.0,0.001333
203.0,1154129,366508,3AP,601496,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 41.20,SAN JUAN,EX PETROLEROS,Rural,-4.06489,-73.47512,113.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,9,3,6,1,5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,MACHADO ADRIANZEN MILBOR,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,9.0,9.0,13.0,15.0,10.0,4.0,6.0,1.0,9.0,SIN_AJUSTE,-0.918918918918919,ESTABLE,0.25401010766864424,-33.33333333333333,-1.5,ESTABLE,0.4523703606773608,39.73597071195131,,,
204.0,1563212,366565,1A,601511,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 43,nan,10 DE OCTUBRE I ZONA,Rural,-4.123805,-73.4483,106.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,9,5,4,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,VASQUEZ RAMIREZ JUAN JAMES,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.3333,9.0,10.0,8.0,12.0,6.0,10.0,9.0,1.0,9.0,SIN_AJUSTE,-0.2702702702702703,ESTABLE,0.05405405405405407,-10.0,-0.2,ESTABLE,0.8509806870320558,20.327890704543545,0.0,0.0,0.0
205.0,1154368,366565,3AP,601511,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 43,nan,10 DE OCTUBRE I ZONA,Rural,-4.123805,-73.4483,106.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,22,13,9,2,6,1.0,0.0,1.0,0.0,1.0,1.0,1,0,VASQUEZ RAMIREZ JUAN JAMES,nan,nan,47,UGEL MAYNAS,2.0,2.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,11.0,13.0,15.0,22.0,20.0,23.0,26.0,2.0,11.0,SIN_AJUSTE,2.5540540540540544,ESTABLE,0.8713289101375747,100.0,2.6,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,22.813230185711305,,,
206.0,1154400,366570,3AP,601514,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 25,nan,EL DORADO,Rural,-3.954216,-73.40653,129.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,28,11,17,3,6,0.0,1.0,1.0,1.0,1.0,2.0,1,0,PUGA BARRERA LIANA WIESLAVA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4762,1.9167,9.333333333333334,41.0,41.0,51.0,42.0,43.0,28.0,3.0,9.333333333333334,SIN_AJUSTE,-2.540540540540541,ESTABLE,0.35484518694028355,-31.70731707317073,0.0,ESTABLE,1.0,16.482223522531132,0.0008,0.0004,0.0
207.0,1154608,366607,3AP,601528,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 35.5,AA.HH. SEGUNDA PLANA,PAUJIL I ZONA,Rural,-4.042254,-73.4378,111.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,13,8,5,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,AHUANARI AQUITUARI ENITH,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,6.5,20.0,18.0,12.0,18.0,18.0,14.0,2.0,6.5,SIN_AJUSTE,-0.9729729729729731,ESTABLE,0.3243243243243245,-30.0,-0.6666666666666666,ESTABLE,0.34755803674116903,16.492422502470642,,,
208.0,1148402,366674,3AP,6010102,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 21,nan,VILLA BUEN PASTOR,Rural,-3.948718,-73.36192,133.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,47,31,16,3,6,1.0,0.0,1.0,0.0,2.0,2.0,1,0,GARAY MASHACURI MERCEDES,nan,villaprimaria6@hotmail.com,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.7,15.666666666666666,33.0,32.0,40.0,43.0,42.0,47.0,3.0,15.666666666666666,SIN_AJUSTE,3.175675675675676,ESTABLE,0.899137088896125,42.42424242424242,3.0,ESTABLE,0.060289173990602185,13.613726417638548,0.001,0.0,0.0
209.0,651398,366725,3AP,6010178,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,RIO ITAYA,nan,BELEN DE JUDA,Rural,-3.97832,-73.38423,107.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,7,3,4,1,5,0.0,1.0,1.0,0.0,0.0,0.0,1,0,CABUDIVA ACUÑA MARITZA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,7.0,5.0,5.0,13.0,16.0,5.0,9.0,1.0,7.0,SIN_AJUSTE,1.2432432432432434,ESTABLE,0.24029071087894624,80.0,0.8,ESTABLE,0.5730251193553904,49.09287483493466,,,
210.0,1210491,366773,3AS,6010230 BARBARA D'ACHILLE,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM. 39,nan,NUEVO HORIZONTE,Rural,-4.071509,-73.44612,106.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,54,31,23,7,5,0.0,0.0,0.0,4.0,3.0,7.0,1,0,PEREZ NAVARRO YNES,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.1778,1.3317,1.2632,7.714285714285714,60.0,63.0,61.0,56.0,54.0,55.0,7.0,7.714285714285714,SIN_AJUSTE,-1.418918918918919,ESTABLE,0.6477673325499413,-8.333333333333332,-2.0,ESTABLE,0.13285495573105388,5.737817878080455,0.000103,0.0,0.0
211.0,683466,366773,3AP,6010230 BARBARA D'ACHILLE,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM. 39,nan,NUEVO HORIZONTE,Rural,-4.071509,-73.44612,106.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,52,34,18,4,6,0.0,1.0,1.0,2.0,1.0,3.0,1,0,PEREZ NAVARRO YNES,nan,nan,47,UGEL MAYNAS,2.0,2.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,13.0,61.0,63.0,67.0,57.0,53.0,54.0,4.0,13.0,SIN_AJUSTE,-1.783783783783784,ESTABLE,0.45631678189817726,-11.475409836065573,-2.0,ESTABLE,0.2596563563704499,8.417776223934611,,,
212.0,1527233,366787,3AS,6010231,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA 41,nan,EX PETROLEROS I ZONA,Rural,-4.091835,-73.4532,97.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,168,79,89,9,7,0.0,0.0,0.0,6.0,3.0,9.0,1,0,PANAIFO PINEDO EVA MARIA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.5023,18.666666666666668,149.0,144.0,158.0,170.0,162.0,162.0,9.0,18.666666666666668,SIN_AJUSTE,3.8783783783783785,ESTABLE,0.5211117015892297,8.724832214765101,3.25,ESTABLE,0.18848603806737496,5.507730658062689,0.000548,0.000548,0.0
213.0,683474,366787,3AP,6010231,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA 41,nan,EX PETROLEROS I ZONA,Rural,-4.091835,-73.4532,97.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,211,105,106,13,11,0.0,1.0,1.0,3.0,9.0,12.0,1,0,PANAIFO PINEDO EVA MARIA,nan,nan,47,UGEL MAYNAS,2.0,2.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,16.23076923076923,217.0,208.0,234.0,232.0,212.0,212.0,13.0,16.23076923076923,SIN_AJUSTE,0.3648648648648648,ESTABLE,0.0035487576914089865,-2.3041474654377883,-1.0,ESTABLE,0.8509806870320558,4.626299976959736,,,
214.0,682211,366909,3AS,EL MILAGRO,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 21,nan,NUEVO MILAGRO,Rural,-3.93753,-73.37275,136.0,Secundaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Tarde,No aplica,252,153,99,12,9,1.0,0.0,1.0,6.0,5.0,11.0,1,0,ARICARA PISCO RICARDO BENIGNO,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2015,1.2804,1.2467,21.0,182.0,191.0,226.0,220.0,232.0,258.0,12.0,21.0,SIN_AJUSTE,15.108108108108109,CRECIMIENTO,0.9231998723690895,41.75824175824176,13.666666666666666,CRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,11.669322541775914,5.9e-05,0.0,0.000263
215.0,1261775,367150,3AP,601563,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 54,nan,HABANA,Rural,-4.203145,-73.47933,98.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,19,13,6,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,CALDERON PANDURO BITALIA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.5,9.5,10.0,16.0,14.0,15.0,16.0,19.0,2.0,9.5,SIN_AJUSTE,1.4324324324324322,ESTABLE,0.7095226067188679,90.0,1.5,ESTABLE,0.09087393998624904,18.0534186769688,0.0,0.0,
232.0,571232,415599,1A,58,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PUEBLO LIBRE,nan,PUEBLO LIBRE,Rural,-4.9417,-80.2393,98.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,67,36,31,4,4,0.0,0.0,0.0,0.0,4.0,4.0,1,0,MAZA DE GARCIA SOBEIDINA,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,16.75,58.0,60.0,56.0,74.0,67.0,66.0,4.0,16.75,SIN_AJUSTE,2.2432432432432434,ESTABLE,0.34997967892704746,13.793103448275861,2.0,ESTABLE,0.4523703606773608,9.697088294966491,,,
233.0,737783,415702,1A,467,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,CARRETERA PUEBLO NUEVO DE TEJEDORES,nan,TEJEDORES BAJO,Rural,-4.8548,-80.2225,140.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,10,6,4,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,GOMEZ ZAPATA JHONNY PABLO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,10.0,16.0,10.0,11.0,12.0,9.0,10.0,1.0,10.0,SIN_AJUSTE,-0.7972972972972974,ESTABLE,0.3793591979075851,-37.5,-1.0,ESTABLE,0.34755803674116903,20.16369000117954,,,
234.0,737791,415716,1A,469,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TEJEDORES BAJO,nan,TEJEDORES BAJO,Rural,-4.8479,-80.217,136.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,42,20,22,3,3,0.0,1.0,1.0,0.0,2.0,2.0,1,0,ALAMA RUIZ YRIS VIOLETA,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,14.0,31.0,26.0,27.0,31.0,39.0,42.0,3.0,14.0,SIN_AJUSTE,2.540540540540541,ESTABLE,0.5925826570987862,35.483870967741936,3.0,ESTABLE,0.09087393998624904,18.081678721091176,,,
235.0,937813,415735,1A,489 JOSE MARIA VELAZ,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,GUARAGUAOS BAJO,nan,GUARAGUAOS BAJO,Rural,-4.9175,-80.2198,103.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,17,9,8,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,GONZALES MONTERO INGRID MILAGROS,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,17.0,15.0,14.0,19.0,22.0,18.0,17.0,1.0,17.0,SIN_AJUSTE,0.7837837837837838,ESTABLE,0.22067698766727892,13.333333333333334,0.75,ESTABLE,0.7071142312899612,15.028317941009048,,,
236.0,938118,415844,1A,731,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,EL CARBON,nan,EL CARBON,Rural,-4.9632,-80.2756,78.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,53,27,26,3,3,0.0,0.0,0.0,0.0,3.0,3.0,1,0,JUAREZ PANTA MILAGROS,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,17.666666666666668,38.0,34.0,35.0,45.0,52.0,52.0,3.0,17.666666666666668,SIN_AJUSTE,3.391891891891892,ESTABLE,0.7377511827251864,36.84210526315789,3.5,ESTABLE,0.09087393998624904,17.521610540629535,,,
237.0,938142,415858,1A,732 VIRGEN DE MONSERRAT,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PALOMINOS,nan,PALOMINOS,Urbana,-4.9286,-80.2506,92.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,151,79,72,7,7,0.0,0.0,0.0,0.0,7.0,7.0,0,0,MAURICIO PALACIOS MARIA DEL SOCORRO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,21.571428571428573,167.0,153.0,172.0,171.0,171.0,152.0,7.0,21.571428571428573,SIN_AJUSTE,-1.5540540540540542,ESTABLE,0.09356869958964202,-8.982035928143713,-0.25,ESTABLE,0.8509806870320558,5.183339691351171,,,
238.0,674895,416023,3AP,14045,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,MIRAFLORES BAJO,nan,MIRAFLORES BAJO,Rural,-4.85,-80.1801,173.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,23,14,9,2,6,0.0,1.0,1.0,1.0,0.0,1.0,1,0,MAZA ESCUDERO PAUL ARTURO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.4889,1.7333,11.5,22.0,23.0,22.0,24.0,23.0,23.0,2.0,11.5,SIN_AJUSTE,0.21621621621621626,ESTABLE,0.24710424710424722,4.545454545454546,0.2,ESTABLE,0.4523703606773608,3.0095661500858837,0.0,0.0,0.0
239.0,260307,416061,3AP,14141,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PUEBLO NUEVO,nan,TEJEDORES BAJO,Rural,-4.855,-80.2233,144.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,24,13,11,2,6,0.0,0.0,0.0,1.0,1.0,2.0,1,0,GOMEZ ZAPATA JHONNY PABLO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.4359,1.2222,12.0,32.0,35.0,34.0,34.0,28.0,25.0,2.0,12.0,SIN_AJUSTE,-1.4864864864864866,ESTABLE,0.4954954954954956,-21.875,-1.4,ESTABLE,0.18848603806737496,11.605012887910334,0.0,0.0,0.0
