id,codigo_modular,codigo_local,nombre_institucion,tipo_institucion,region,provincia,distrito,nivel_educativo,modalidad_especifica,gestion,area_censo,es_rural,es_fya,latitud,longitud,altitud,total_alumnos,alumnos_hombres,alumnos_mujeres,total_docentes,docentes_hombres,docentes_mujeres,total_secciones,numero_fya,unidad_ejecutora,multiplicidad1,multiplicidad2,estado_validacion,director,telefono,email,fecha_actualizacion
304,1385095,541569,CEFOP CAJAMARCA,IE,DRE CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,Instituto Superior Tecnológico,IEST,Pública de gestión privada,Urbana,0,1,-7.166669,-78.48914,2670.0,218,129,89,26.0,13,12,11,FA 57BA,DRE CAJAMARCA,1,2,VALIDO,CHUQUIRUNA CHUQUIMANGO MIGUEL ANGEL,nan,iestcefopcajamarca@fya57cefop.edu.pe,2025-08-07 02:33:11
303,1385103,541569,CEFOP CAJAMARCA,IE,DRE CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,Técnico Productiva,CETPRO,Pública de gestión privada,Urbana,0,1,-7.166669,-78.48914,2670.0,71,16,55,5.0,1,3,3,FA 57BB,UGEL CAJAMARCA,1,1,VALIDO,ALOR VENTOCILLA LUIS HUMBERTO,nan,nan,2025-08-07 02:33:11
46,1366632,112446,FE Y ALEGRIA 69,IE,DRE CAJAMARCA,CUTERVO,CUTERVO,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-6.37278,-78.80777,2646.0,434,274,160,31.0,18,11,15,FA 69,UGEL CUTERVO,2,2,VALIDO,ALARCON RAMOS SANTOS CIRILO,nan,nan,2025-08-07 02:33:11
48,1795038,112446,FE Y ALEGRIA 69,IE,DRE CAJAMARCA,CUTERVO,CUTERVO,Básica Alternativa-Inicial e Intermedio,EBA,Pública de gestión privada,Urbana,0,1,-6.37278,-78.80777,2646.0,208,32,176,12.0,4,8,9,FA 69,UGEL CUTERVO,1,4,VALIDO,MUÑOZ VASQUEZ LIDIO,76263058,lidiomv.03@gmail.com,2025-08-07 02:33:11
49,1795046,112446,FE Y ALEGRIA 69,IE,DRE CAJAMARCA,CUTERVO,CUTERVO,Básica Alternativa-Avanzado,EBA,Pública de gestión privada,Urbana,0,1,-6.37278,-78.80777,2646.0,20,4,16,1.0,1,0,4,FA 69,UGEL CUTERVO,2,5,VALIDO,MUÑOZ VASQUEZ LIDIO,76263058,lidiomv.03@gmail.com,2025-08-07 02:33:11
45,347161,112446,FE Y ALEGRIA 69,IE,DRE CAJAMARCA,CUTERVO,CUTERVO,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-6.37278,-78.80777,2646.0,214,110,104,11.0,2,8,9,FA 69,UGEL CUTERVO,1,1,VALIDO,ALARCON RAMOS SANTOS CIRILO,nan,nan,2025-08-07 02:33:11
47,691311,112446,FE Y ALEGRIA 69,IE,DRE CAJAMARCA,CUTERVO,CUTERVO,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-6.37278,-78.80777,2646.0,122,59,63,7.0,0,6,6,FA 69,UGEL CUTERVO,3,3,VALIDO,ALARCON RAMOS SANTOS CIRILO,nan,nan,2025-08-07 02:33:11
309,1411255,562284,SOCOTA,IE,DRE CAJAMARCA,CUTERVO,SOCOTA,Técnico Productiva,CETPRO,Pública de gestión directa,Urbana,0,1,-6.317786,-78.69809,1793.0,73,37,36,5.0,2,2,5,FA 69,UGEL CUTERVO,1,1,VALIDO,RODRIGUEZ PEDRAZA EYNER RAUL,nan,nan,2025-08-07 02:33:11
318,1133545,581824,FE Y ALEGRIA 83 ALCIDES VASQUEZ,IE,DRE CAJAMARCA,HUALGAYOC,BAMBAMARCA,Básica Alternativa-Inicial e Intermedio,EBA,Pública de gestión privada,Urbana,0,1,-6.68503,-78.51944,2537.0,301,43,258,23.0,5,18,24,FA 83,UGEL HUALGAYOC,2,2,VALIDO,FANNY CEBREROS DORREGARAY,nan,nan,2025-08-07 02:33:11
317,1368844,581824,FE Y ALEGRIA 83 ALCIDES VASQUEZ,IE,DRE CAJAMARCA,HUALGAYOC,BAMBAMARCA,Básica Alternativa-Avanzado,EBA,Pública de gestión privada,Urbana,0,1,-6.68503,-78.51944,2537.0,215,77,138,9.0,4,4,14,FA 83,UGEL HUALGAYOC,1,1,VALIDO,CASTILLO NUÑEZ MARIA ELISA,nan,nan,2025-08-07 02:33:11
50,1221498,121554,FE Y ALEGRIA 22 SAN LUIS GONZAGA,IE,DRE CAJAMARCA,JAEN,JAEN,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-5.714296,-78.8092,740.0,249,133,116,11.0,0,10,10,FA 22,UGEL JAÉN,1,1,VALIDO,OLEARY DESMET JAMES MICHAEL,431926,jmo@mixmail.com,2025-08-07 02:33:11
52,263053,121554,FE Y ALEGRIA 22 SAN LUIS GONZAGA,IE,DRE CAJAMARCA,JAEN,JAEN,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-5.714296,-78.8092,740.0,475,239,236,34.0,18,14,15,FA 22,UGEL JAÉN,3,3,VALIDO,CASEY LYTLE PATRICK MICHAEL,431926,nan,2025-08-07 02:33:11
51,513465,121554,FE Y ALEGRIA 22 SAN LUIS GONZAGA,IE,DRE CAJAMARCA,JAEN,JAEN,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-5.714296,-78.8092,740.0,603,304,299,26.0,3,22,21,FA 22,UGEL JAÉN,2,2,VALIDO,O'LEARY DESMET JAMES,431926,nan,2025-08-07 02:33:11
54,224634,124595,MARIA INMACULADA - FE Y ALEGRIA 78,IE,DRE CAJAMARCA,JAEN,PUCARA,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-6.042476,-79.1298,892.0,396,189,207,18.0,7,9,13,FA 78,UGEL JAÉN,2,2,VALIDO,VARELA BARBERO AURELIA,nan,nan,2025-08-07 02:33:11
53,262998,124595,MARIA INMACULADA - FE Y ALEGRIA 78,IE,DRE CAJAMARCA,JAEN,PUCARA,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-6.042476,-79.1298,892.0,370,165,205,24.0,15,9,12,FA 78,UGEL JAÉN,1,1,VALIDO,VARELA BARBERO AURELIA,nan,nan,2025-08-07 02:33:11
60,1085646,145244,FE Y ALEGRIA 33,IE,DRE CALLAO,CALLAO,MI PERU,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-11.85687,-77.12114,90.0,93,40,53,4.0,0,4,4,FA 33,UGEL VENTANILLA,1,1,VALIDO,DEL AGUILA ASCONA MONICA MARIANA,5537341,nan,2025-08-07 02:33:11
61,693374,145244,FE Y ALEGRIA 33,IE,DRE CALLAO,CALLAO,MI PERU,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-11.85687,-77.12114,90.0,849,419,430,33.0,4,28,28,FA 33,UGEL VENTANILLA,2,2,VALIDO,DEL AGUILA ASCONA MONICA MARIANA,5537341,nan,2025-08-07 02:33:11
62,693382,145244,FE Y ALEGRIA 33,IE,DRE CALLAO,CALLAO,MI PERU,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-11.85687,-77.12114,90.0,688,346,342,35.0,10,23,21,FA 33,UGEL VENTANILLA,3,3,VALIDO,DEL AGUILA ASCONA MONICA MARIANA,5537341,nan,2025-08-07 02:33:11
57,1084474,145140,FE Y ALEGRIA 43,IE,DRE CALLAO,CALLAO,VENTANILLA,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-11.8223,-77.1308,217.0,78,41,37,3.0,0,3,3,FA 43,UGEL VENTANILLA,2,2,VALIDO,GONZALES VILCA AUGUSTO BENEDICTO,5501634,feyalegria43@gmail.com,2025-08-07 02:33:11
59,1229434,145140,FE Y ALEGRIA 43 LA SALLE,IE,DRE CALLAO,CALLAO,VENTANILLA,Técnico Productiva,CETPRO,Pública de gestión privada,Urbana,0,1,-11.8223,-77.1308,217.0,178,71,107,6.0,5,1,6,FA 43,UGEL VENTANILLA,1,4,VALIDO,GONZALES VILCA AUGUSTO BENEDICTO,5501634,feyalegria43@gmail.com,2025-08-07 02:33:11
322,1335637,594435,FE Y ALEGRIA 59,IE,DRE CALLAO,CALLAO,VENTANILLA,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-11.84209,-77.13436,275.0,364,186,178,27.0,10,16,11,FA 59,UGEL VENTANILLA,2,2,VALIDO,BRICEÑO CHANG ZOILA BEATRIZ,996582140,mariaineshf@gmail.com,2025-08-07 02:33:11
323,1381862,594435,FE Y ALEGRIA 59,IE,DRE CALLAO,CALLAO,VENTANILLA,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-11.84209,-77.13436,275.0,443,218,225,18.0,3,13,13,FA 59,UGEL VENTANILLA,3,3,VALIDO,BRICEÑO CHANG ZOILA BEATRIZ,996582140,mariaineshf@gmail.com,2025-08-07 02:33:11
321,1383363,594435,FE Y ALEGRIA 59,IE,DRE CALLAO,CALLAO,VENTANILLA,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-11.84209,-77.13436,275.0,186,108,78,8.0,0,8,8,FA 59,UGEL VENTANILLA,1,1,VALIDO,BRICEÑO CHANG ZOILA BEATRIZ,996582140,mariaineshf@gmail.com,2025-08-07 02:33:11
336,1538453,625583,FE Y ALEGRIA 76,IE,DRE CALLAO,CALLAO,VENTANILLA,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-11.84773,-77.14598,144.0,147,68,79,6.0,0,6,6,FA 76,UGEL VENTANILLA,2,2,VALIDO,TURPO UMPIRE GLORIA TOMASA,nan,nan,2025-08-07 02:33:11
337,1538461,625583,FE Y ALEGRIA 76,IE,DRE CALLAO,CALLAO,VENTANILLA,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-11.84773,-77.14598,144.0,401,216,185,15.0,3,11,12,FA 76,UGEL VENTANILLA,3,3,VALIDO,TURPO UMPIRE GLORIA TOMASA,nan,nan,2025-08-07 02:33:11
335,1705029,625583,FE Y ALEGRIA 76,IE,DRE CALLAO,CALLAO,VENTANILLA,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-11.84773,-77.14598,144.0,337,156,181,15.0,6,7,10,FA 76,UGEL VENTANILLA,1,1,VALIDO,TURPO UMPIRE GLORIA TOMASA,nan,nan,2025-08-07 02:33:11
63,601781,145381,FE Y ALEGRIA 29,IE,DRE CALLAO,CALLAO,VENTANILLA,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-11.87484,-77.10704,136.0,579,283,296,23.0,2,20,18,FA 29,UGEL VENTANILLA,1,1,VALIDO,RAMOS PEREZ MARTHA DAMISELA,5538407,fya29@speedy.com.pe,2025-08-07 02:33:11
64,664706,145381,FE Y ALEGRIA 29,IE,DRE CALLAO,CALLAO,VENTANILLA,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-11.87484,-77.10704,136.0,550,290,260,32.0,19,10,17,FA 29,UGEL VENTANILLA,2,2,VALIDO,RAMOS PEREZ MARTHA DAMISELA,5538407,fya29@speedy.com.pe,2025-08-07 02:33:11
58,855791,145140,FE Y ALEGRIA 43,IE,DRE CALLAO,CALLAO,VENTANILLA,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-11.8223,-77.1308,217.0,580,302,278,22.0,6,15,19,FA 43,UGEL VENTANILLA,3,3,VALIDO,GONZALES VILCA AUGUSTO BENEDICTO,5501634,feyalegria43@gmail.com,2025-08-07 02:33:11
56,879791,145140,FE Y ALEGRIA 43,IE,DRE CALLAO,CALLAO,VENTANILLA,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-11.8223,-77.1308,217.0,605,317,288,39.0,18,20,20,FA 43,UGEL VENTANILLA,1,1,VALIDO,GONZALES VILCA AUGUSTOO BENEDICTO,5501634,feyalegria43@gmail.com,2025-08-07 02:33:11
68,1060755,147827,NUESTRA SEÑORA DEL ROSARIO FE Y ALEGRIA 21,IE,DRE CUSCO,CUSCO,SAN JERONIMO,Técnico Productiva,CETPRO,Pública de gestión privada,Urbana,0,1,-13.54474,-71.88143,3250.0,84,15,69,5.0,0,4,4,FA 21,UGEL CUSCO,1,4,VALIDO,MORALES AZURIN ELEONORA,277191,nan,2025-08-07 02:33:11
65,1062470,147827,NUESTRA SEÑORA DEL ROSARIO FE Y ALEGRIA 21,IE,DRE CUSCO,CUSCO,SAN JERONIMO,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-13.54474,-71.88143,3250.0,129,72,57,5.0,0,5,5,FA 21,UGEL CUSCO,1,1,VALIDO,MORALES AZURIN ELEONORA,277191,nan,2025-08-07 02:33:11
66,235341,147827,NUESTRA SEÑORA DEL ROSARIO FE Y ALEGRIA 21,IE,DRE CUSCO,CUSCO,SAN JERONIMO,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-13.54474,-71.88143,3250.0,582,284,298,21.0,5,15,18,FA 21,UGEL CUSCO,2,2,VALIDO,MORALES AZURIN ELEONORA,277191,nan,2025-08-07 02:33:11
67,236786,147827,NUESTRA SEÑORA DEL ROSARIO FE Y ALEGRIA 21,IE,DRE CUSCO,CUSCO,SAN JERONIMO,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-13.54474,-71.88143,3250.0,534,255,279,31.0,7,22,15,FA 21,UGEL CUSCO,3,3,VALIDO,MORALES AZURIN ELEONORA,277191,nan,2025-08-07 02:33:11
71,235333,148681,FE Y ALEGRIA 20,IE,DRE CUSCO,CUSCO,SANTIAGO,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-13.52713,-71.98197,3418.0,625,315,310,25.0,3,22,20,FA 20,UGEL CUSCO,1,1,VALIDO,RODRIGUEZ BACA RILDO,222997,nan,2025-08-07 02:33:11
70,236778,148681,FE Y ALEGRIA 20,IE,DRE CUSCO,CUSCO,SANTIAGO,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-13.52713,-71.98197,3418.0,542,312,230,38.0,18,18,18,FA 20,UGEL CUSCO,2,2,VALIDO,RODRIGUEZ BACA RILDO,222997,nan,2025-08-07 02:33:11
69,1200906,147851,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,IE,DRE CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Secundaria,EBR,Pública de gestión privada,Urbana,0,1,-13.6765,-71.6756,3123.0,268,126,142,20.0,5,13,10,FA 44,UGEL QUISPICANCHI,1,1,VALIDO,ANAYA QUISPE KARINA MILAGROS,220210,nan,2025-08-07 02:33:11
74,933937,168297,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,IE,DRE CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Inicial - Jardín,EBR,Pública de gestión privada,Urbana,0,1,-13.67716,-71.67811,3148.0,152,81,71,8.0,0,8,8,FA 44,UGEL QUISPICANCHI,1,1,VALIDO,LOAIZA LOAIZA MILUSKA,220210,nan,2025-08-07 02:33:11
75,933960,168297,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,IE,DRE CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Primaria,EBR,Pública de gestión privada,Urbana,0,1,-13.67716,-71.67811,3148.0,376,177,199,19.0,4,14,15,FA 44,UGEL QUISPICANCHI,2,2,VALIDO,CONDORCAHUA RODRIGUEZ LIVIA ZULEMA,220210,nan,2025-08-07 02:33:11
77,1062058,168508,501344,IE,DRE CUSCO,QUISPICANCHI,CCARHUAYO,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.5649,-71.396,3851.0,15,11,4,2.0,0,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,SOTA PULIDO PILAR MARGOT,nan,nan,2025-08-07 02:33:11
294,1343813,514194,ALMIRANTE MIGUEL GRAU SEMINARIO,IE,DRE CUSCO,QUISPICANCHI,CCARHUAYO,Secundaria,RER,Pública de gestión privada,Rural,1,1,-13.51765,-71.44883,3529.0,75,36,39,7.0,4,2,5,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,TICONA HUAMAN SUSAN YNGRID,nan,nan,2025-08-07 02:33:11
362,1457365,756116,LOS RIT'IS DEL ALTO ANDINO,IE,DRE CUSCO,QUISPICANCHI,CCARHUAYO,Secundaria,RER,Pública de gestión privada,Rural,1,1,-13.54842,-71.39277,3758.0,57,30,27,6.0,2,3,5,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,ANCCASI SALAZAR NOLBERTO,nan,nan,2025-08-07 02:33:11
76,410316,168443,50558,IE,DRE CUSCO,QUISPICANCHI,CCARHUAYO,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.51888,-71.44861,3532.0,40,27,13,4.0,1,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MOLINA JURADO NILBERT,nan,nan,2025-08-07 02:33:11
80,204933,168706,50715,IE,DRE CUSCO,QUISPICANCHI,CCATCA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.59988,-71.45402,3609.0,8,5,3,1.0,0,0,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,CRUZ PAREDES EDITH,nan,nan,2025-08-07 02:33:11
78,409706,168626,50495,IE,DRE CUSCO,QUISPICANCHI,CCATCA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.5485,-71.45596,3301.0,47,23,24,3.0,1,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,FERNANDEZ TAIRO JHON ALEX,nan,nan,2025-08-07 02:33:11
79,410100,168669,50535,IE,DRE CUSCO,QUISPICANCHI,CCATCA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.59216,-71.65474,3905.0,94,45,49,7.0,4,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,ALVAREZ VILLALOBOS EDGAR,nan,nan,2025-08-07 02:33:11
81,519793,168730,50912,IE,DRE CUSCO,QUISPICANCHI,CCATCA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6172,-71.57626,3933.0,26,7,19,3.0,1,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MORMONTOY CAÑARI JULIO CESAR,nan,nan,2025-08-07 02:33:11
82,592428,168754,50976,IE,DRE CUSCO,QUISPICANCHI,CCATCA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.5793,-71.63905,4063.0,44,19,25,3.0,2,1,5,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,ESPINOZA ARIAS CLORINDA,nan,nan,2025-08-07 02:33:11
83,205716,169348,50796,IE,DRE CUSCO,QUISPICANCHI,MARCAPATA,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.62978,-71.15881,4403.0,31,18,13,2.0,0,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MENZALA INQUILLAY NANCY,nan,nan,2025-08-07 02:33:11
319,1457605,588934,501432,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6625,-71.28294,4019.0,59,29,30,4.0,2,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,YANA YUCRA ROBERTO,nan,nan,2025-08-07 02:33:11
349,1636455,712962,501455 CRISTO REY TTIKARIY,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Inicial - Jardín,RER,Pública de gestión privada,Rural,1,1,-13.6879,-71.28658,4112.0,24,8,16,2.0,0,2,3,RER FA 44,UGEL QUISPICANCHI,2,2,VALIDO,SUCNO MAZA VILMA,nan,nan,2025-08-07 02:33:11
348,1741123,712962,501455 CRISTO REY TTIKARIY,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6879,-71.28658,4112.0,55,30,25,3.0,1,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,RODRIGUEZ CHAMPI REYNA,nan,nan,2025-08-07 02:33:11
320,1772672,588934,501432 PAPA FRANCISCO I,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Secundaria,RER,Pública de gestión privada,Rural,1,1,-13.6625,-71.28294,4019.0,71,31,40,7.0,3,3,5,RER FA 44,UGEL QUISPICANCHI,2,2,VALIDO,YANA YUCRA ROBERTO,nan,nan,2025-08-07 02:33:11
89,204974,169579,50719 VIRGEN DEL CARMEN,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.66704,-71.31985,3771.0,299,164,135,15.0,6,8,12,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,SANCHO OBLITAS FERNANDO,nan,nan,2025-08-07 02:33:11
90,205401,169584,50765,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.70297,-71.36623,3955.0,18,10,8,2.0,0,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MAMANI NINA ALAN,nan,nan,2025-08-07 02:33:11
84,409672,169428,50492 CORAZON DE JESUS,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Urbana,0,1,-13.6293,-71.3851,3545.0,406,206,200,21.0,11,10,18,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,VALENZUELA PFUÑO ROSA,nan,nan,2025-08-07 02:33:11
85,410225,169503,50547,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.7299,-71.3744,4058.0,41,18,23,3.0,1,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,LOAIZA CRUZ MARIA SADITH,nan,nan,2025-08-07 02:33:11
86,410233,169517,50550,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6302,-71.27,3950.0,28,21,7,3.0,0,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MEZA MARISCAL CARMEN,nan,nan,2025-08-07 02:33:11
87,410258,169536,50552 TUPAC AMARU II,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.71458,-71.46204,3990.0,81,38,43,7.0,4,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,MEZA MARISCAL LAURA,nan,nan,2025-08-07 02:33:11
88,410266,169541,50553,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.67753,-71.2426,4150.0,6,2,4,1.0,0,0,4,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,BELLIDO AGUIRRE ROSMERI,nan,nan,2025-08-07 02:33:11
91,487140,169602,50854,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.68158,-71.39118,3924.0,17,5,12,2.0,0,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,HUAMAN CONDORI LUZ MARINA,nan,nan,2025-08-07 02:33:11
92,592543,169616,50977,IE,DRE CUSCO,QUISPICANCHI,OCONGATE,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6729,-71.3415,3770.0,51,27,24,3.0,1,1,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,AGRAMONTE MERCADO EDITH FLAVIA,nan,nan,2025-08-07 02:33:11
72,409797,168023,50504,IE,DRE CUSCO,QUISPICANCHI,URCOS,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.64324,-71.54927,3813.0,132,69,63,9.0,4,4,7,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,SALAS CRUZ VICTORIA,nan,nan,2025-08-07 02:33:11
73,410118,168056,50536,IE,DRE CUSCO,QUISPICANCHI,URCOS,Primaria,RER,Pública de gestión privada,Rural,1,1,-13.6226,-71.6391,3836.0,39,18,21,3.0,0,2,6,RER FA 44,UGEL QUISPICANCHI,1,1,VALIDO,GUTIERREZ ROJAS HERLINDA,nan,nan,2025-08-07 02:33:11
376,421222,845815,37003,IE,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,Básica Alternativa-Inicial e Intermedio,EBA,Pública de gestión directa,Urbana,0,1,-12.83894,-74.57071,3443.0,35,6,29,1.0,0,1,5,FA 79,UGEL ACOBAMBA,2,2,VALIDO,ORTEGA PEREZ FELICIANO,nan,nan,2025-08-07 02:33:11
93,428714,175716,36153 SAYRI TUPAC,IE,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,Primaria,RER,Pública de gestión directa,Rural,1,1,-12.8025,-74.5375,3405.0,25,11,14,2.0,0,1,6,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,SABINO ULLOA JANAMPA,nan,nan,2025-08-07 02:33:11
94,600692,175882,NUESTRA SEÑORA DE LA CANDELARIA,IE,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,Secundaria,RER,Pública de gestión directa,Urbana,0,1,-12.83916,-74.57049,3440.0,265,123,142,35.0,19,15,16,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,IZARRA CAMACHO JUAN HOSTILIO,nan,nan,2025-08-07 02:33:11
375,697714,845815,37003,IE,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,Básica Alternativa-Avanzado,EBA,Pública de gestión directa,Urbana,0,1,-12.83894,-74.57071,3443.0,128,59,69,6.0,4,1,4,FA 79,UGEL ACOBAMBA,1,1,VALIDO,MARAÑON FLORES HUGO,nan,nan,2025-08-07 02:33:11
99,1060276,176320,CORAS,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Secundaria,RER,Pública de gestión directa,Rural,1,1,-12.8736,-74.4846,3472.0,114,62,52,18.0,12,5,7,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,LUNA ONOFRE JAVIER HECTOR,nan,nan,2025-08-07 02:33:11
302,1374834,535974,846,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Inicial - Jardín,RER,Pública de gestión directa,Rural,1,1,-12.90271,-74.4939,3127.0,11,7,4,2.0,0,2,3,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,URBANA FELIPA GUTIERREZ QUINTE,nan,nan,2025-08-07 02:33:11
97,420380,176235,36161 SAN VICENTE DE PAUL,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Primaria,RER,Pública de gestión directa,Rural,1,1,-12.9179,-74.4644,3375.0,33,18,15,3.0,2,0,6,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,VARO GALVEZ HUAYHUA,nan,nan,2025-08-07 02:33:11
98,420406,176240,36163 JAVIER HERAUD PEREZ,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Primaria,RER,Pública de gestión directa,Rural,1,1,-12.90297,-74.4938,3127.0,30,16,14,3.0,1,1,6,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,RICARDO HUAYRA MUNARRIZ,nan,nan,2025-08-07 02:33:11
95,421594,176216,130,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Inicial - Jardín,RER,Pública de gestión directa,Rural,1,1,-12.9167,-74.4666,3360.0,22,14,8,2.0,0,1,3,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,CARMELA TERESA VITOR MALLMA,nan,nan,2025-08-07 02:33:11
96,633040,176221,156,IE,DRE HUANCAVELICA,ACOBAMBA,CAJA,Inicial - Jardín,RER,Pública de gestión directa,Rural,1,1,-12.8768,-74.487,3478.0,18,8,10,2.0,0,2,3,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,SAICO YANCE ZENOBIA VILMA,nan,nan,2025-08-07 02:33:11
327,1402866,615843,36789 NUESTRA SEÑORA DEL CARMEN,IE,DRE HUANCAVELICA,ACOBAMBA,MARCAS,Primaria,RER,Pública de gestión directa,Rural,1,1,-12.84136,-74.33649,2171.0,8,5,3,1.0,0,0,4,RER FA 79,UGEL ACOBAMBA,1,1,VALIDO,JEANNET QUISPE MARTINEZ,nan,nan,2025-08-07 02:33:11
